觀測時間(hour),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),全天空日射量(MJ/㎡),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),日期
22,1.4,232,0,0,1004,25.6,94,0.1,0,2024/9/9
23,1.7,259,0,0,1003.5,25.7,92,0.5,261,2024/9/9
24,1.7,259,0,0,1002.7,25.7,90,0.2,0,2024/9/9
1,1.9,252,0,0,1002,24.9,94,0.2,0,2024/9/10
2,1,227,0,0,1001.6,24.3,96,0,0,2024/9/10
3,1.3,224,0,0,1001,24,98,0.3,209,2024/9/10
4,1.9,215,0,0,1000.6,23.8,98,0.1,0,2024/9/10
5,2,261,0,0,1000.7,23.8,96,0.3,231,2024/9/10
6,2.2,212,0,0,1001.1,23.9,96,0.5,262,2024/9/10
7,2.9,265,0,0.4,1001.8,27,81,0.4,248,2024/9/10
8,3.2,226,0,1.2,1002.3,29.9,73,0.5,227,2024/9/10
9,3,222,0,2.1,1002.6,32,65,0.9,229,2024/9/10
10,2.4,212,0,2.7,1002.6,33.6,56,0.5,267,2024/9/10
11,2.5,112,0,3.2,1002.3,34.6,59,0.6,109,2024/9/10
12,3.2,202,0,3.4,1001.7,34.3,61,0.7,130,2024/9/10
13,4.8,107,0,3.4,1001.3,34.3,61,0.4,169,2024/9/10
14,4.6,86,0,3,1001,35,61,0.5,136,2024/9/10
15,2.8,69,0,2.1,1000.7,33,68,0.2,0,2024/9/10
16,3,103,0,1.2,1000.9,32.3,70,0.4,85,2024/9/10
17,2.7,46,0,0.2,1001.3,30.1,78,0.2,0,2024/9/10
18,2.7,79,0,0,1001.6,29.3,80,0.2,0,2024/9/10
19,1.8,226,0,0,1001.5,29.1,82,0.1,0,2024/9/10
20,0,0,0,0,1002.7,27.6,91,0,0,2024/9/10
21,0,0,0,0,1003.5,26.9,95,0,0,2024/9/10
22,0,0,0,0,1003.5,26.5,96,0,0,2024/9/10
23,0.6,232,0,0,1004,26.1,96,0,0,2024/9/10
24,0.5,206,0,0,1003.9,25.8,97,0,0,2024/9/10
1,0.8,227,0,0,1003.6,25.5,98,0,0,2024/9/11
2,0,0,0,0,1003.7,25.2,99,0,0,2024/9/11
3,0,0,0,0,1003.7,25,99,0,0,2024/9/11
4,0.8,221,0,0,1003.7,24.6,100,0,0,2024/9/11
5,1,225,0,0,1004.3,24.5,99,0,0,2024/9/11
6,0.5,214,0,0,1004.6,24.4,100,0,0,2024/9/11
7,2.4,207,0,0.3,1005.3,27,90,0.4,209,2024/9/11
8,2.5,205,0,1.2,1005.7,30.1,76,0.8,231,2024/9/11
9,2.5,199,0,2,1005.8,32.6,66,0.7,231,2024/9/11
10,2.7,229,0,2.7,1005.5,33.9,59,0.7,206,2024/9/11
11,3,207,0,3.1,1004.9,34.6,61,0.4,158,2024/9/11
12,3.5,123,0,3.2,1004.6,34.7,63,0.6,140,2024/9/11
13,3.8,94,0,3.1,1004,34.4,57,0.3,167,2024/9/11
14,3.5,228,0,2.6,1003.5,35,62,0.8,110,2024/9/11
15,4.1,110,0,2.5,1003.6,34.7,61,0.7,100,2024/9/11
16,2.1,116,0,1.5,1003.8,34.1,60,0.1,0,2024/9/11
17,1.7,216,0,0.5,1004.4,30.3,71,0.2,0,2024/9/11
18,2,139,0,0,1004.9,28,84,0,0,2024/9/11
19,0.4,14,0,0,1005.3,26.9,90,0,0,2024/9/11
20,0,0,0,0,1005.7,26.5,94,0,0,2024/9/11
21,0,0,0,0,1005.8,26,96,0,0,2024/9/11
22,0,0,0,0,1006,25.6,98,0,0,2024/9/11
23,0,0,0,0,1005.7,25.2,98,0,0,2024/9/11
24,1.2,212,0,0,1005.1,25.1,96,0,0,2024/9/11
1,1.1,136,0,0,1005.1,25,97,0,0,2024/9/12
2,0,0,0,0,1004.6,24.5,98,0,0,2024/9/12
3,1.5,212,0,0,1003.8,24.3,99,0.1,0,2024/9/12
4,1,209,0,0,1004.4,24.2,99,0,0,2024/9/12
5,0,0,0,0,1004.5,23.9,100,0,0,2024/9/12
6,1,263,0,0,1005.2,24,100,0,0,2024/9/12
7,0.5,240,0,0.1,1005.4,25.1,99,0,0,2024/9/12
8,2.2,209,0,0.4,1006,26.3,92,0.4,231,2024/9/12
9,1.7,219,0,0.2,1006.2,26,93,0,0,2024/9/12
10,1,76,1.5,0.1,1006.9,25.6,98,0,0,2024/9/12
11,0.8,218,0,1.1,1005.7,27.8,92,0,0,2024/9/12
12,2.7,231,0,2.9,1005.1,30.7,79,0.6,243,2024/9/12
13,2.5,201,0,2.4,1004.5,31.1,75,0.6,202,2024/9/12
14,2,274,0,2.9,1003.9,33.6,62,0.3,151,2024/9/12
15,3.3,22,0,2.4,1003.4,33.1,62,1,73,2024/9/12
16,3.5,117,0,1.4,1003.6,30.8,72,0.9,57,2024/9/12
17,2.7,22,0,0.4,1003.4,29.1,83,0.5,55,2024/9/12
18,2.1,76,0,0,1003.7,27.5,91,0,0,2024/9/12
19,0,0,0,0,1004.2,26.5,96,0,0,2024/9/12
20,0.3,300,0,0,1004.6,26.3,96,0,0,2024/9/12
21,0.3,299,0,0,1005,25.8,97,0,0,2024/9/12
22,0.3,262,0,0,1004.9,26.2,98,0,0,2024/9/12
23,0,0,0,0,1004.7,25.9,98,0,0,2024/9/12
24,0,0,0,0,1003.7,25.3,99,0,0,2024/9/12
1,0,0,0,0,1002.8,24.6,99,0,0,2024/9/13
2,0,0,0,0,1002.3,24.4,99,0,0,2024/9/13
3,0,0,0,0,1002,23.9,100,0,0,2024/9/13
4,0,0,0,0,1002.2,23.5,100,0,0,2024/9/13
5,1.6,264,0,0,1002.4,23.9,100,0,0,2024/9/13
6,0.6,284,0,0,1002.3,23.9,100,0,0,2024/9/13
7,1.2,213,0,0.2,1002.9,25.3,98,0.1,0,2024/9/13
8,2.2,266,0,1.2,1003.4,30.2,75,0.2,0,2024/9/13
9,1.5,223,0,2,1003.2,32.3,62,0.1,0,2024/9/13
10,3.9,57,0,2.7,1003.2,32.9,63,1.2,64,2024/9/13
11,4.5,67,0,3.3,1002.4,33.1,66,1.3,78,2024/9/13
12,4.7,96,0,3.3,1002,32.7,68,1.6,67,2024/9/13
13,5,105,0,3.5,1001.1,33.4,63,1.3,67,2024/9/13
14,5.1,104,0,2.9,1000.1,32.1,67,1.3,56,2024/9/13
15,4,108,0,1.7,999.6,30.8,72,1.2,84,2024/9/13
16,5.1,106,0,0.9,999.4,30,77,1.2,68,2024/9/13
17,4.6,55,0,0.3,999.9,29.1,83,1.1,72,2024/9/13
18,3.7,110,0,0,1000.1,28.6,86,0.7,42,2024/9/13
19,3,41,0,0,1000,27.1,87,0,0,2024/9/13
20,1.8,231,4,0,1001,25.5,98,0.2,0,2024/9/13
21,4.8,274,3.5,0,1001.7,24.2,99,0.1,0,2024/9/13
22,3.2,314,5,0,1001.6,24.1,100,0,0,2024/9/13
23,1.3,242,1,0,1000.2,24,100,0,0,2024/9/13
24,0.4,259,0,0,1000.2,24,100,0,0,2024/9/13
1,1,70,1,0,998.6,23.6,100,0,0,2024/9/14
2,1.7,282,0.5,0,996.6,23.8,100,0.3,294,2024/9/14
3,3.2,98,0,0,996,23.2,99,0.6,60,2024/9/14
4,1.7,216,0,0,996.8,22.8,100,0,0,2024/9/14
5,1.6,214,0,0,997.2,23.7,100,0,0,2024/9/14
6,1.4,222,0,0,997.9,23.1,99,0,0,2024/9/14
7,2,278,0,0.3,998.2,25.6,92,0,0,2024/9/14
8,2.3,231,0,1.1,998.4,28.7,80,0.8,227,2024/9/14
9,3.3,220,0,2,998.6,30.1,71,1,226,2024/9/14
10,3.3,215,0,2.5,998.4,31.3,68,0.3,212,2024/9/14
11,3.3,8,0,2.7,998.2,32.3,64,1.1,78,2024/9/14
12,3.5,63,0,3.6,997,32.5,64,1.1,76,2024/9/14
13,4.2,100,0,3.4,996.3,32.2,65,1.4,71,2024/9/14
14,4.2,125,0,2.6,995.9,30.6,71,1.4,63,2024/9/14
15,4.4,64,0,1.2,995.6,29.3,81,1,63,2024/9/14
16,3.6,13,0,0.3,995.7,28.3,83,0.9,64,2024/9/14
17,3.1,67,0,0.1,995.8,27.7,86,0.5,55,2024/9/14
18,2.9,323,0.5,0,995.9,26.3,93,0.9,326,2024/9/14
19,3.2,274,3,0,996.6,25.4,97,0.7,287,2024/9/14
20,2.8,204,5.5,0,997.6,25.1,100,0,0,2024/9/14
21,0,0,0,0,998.1,24.8,100,0,0,2024/9/14
22,1.6,230,0,0,997.9,24.7,100,0.4,223,2024/9/14
23,1,230,0,0,997.7,24.5,100,0,0,2024/9/14
24,2.6,245,0,0,997.5,24.2,100,0,0,2024/9/14
1,1.9,242,0,0,996.8,23.9,100,0.1,0,2024/9/15
2,1.4,213,0,0,996.4,23.7,100,0,0,2024/9/15
3,0.7,253,0,0,996.1,23.2,100,0,0,2024/9/15
4,1,227,0,0,996.2,23.1,100,0,0,2024/9/15
5,1.5,249,0,0,996.4,22.8,100,0,0,2024/9/15
6,1.2,215,0,0,997.1,22.6,100,0,0,2024/9/15
7,1.3,189,0,0.2,998.3,23.9,100,0.1,0,2024/9/15
8,1.2,200,0,1,998.7,27,91,0,0,2024/9/15
9,2.1,241,0,1.8,998.9,29.9,78,0.5,209,2024/9/15
10,2.1,199,0,2.7,999,31.4,71,0.7,223,2024/9/15
11,2.2,91,0,3.1,998.9,32.7,63,0.5,87,2024/9/15
12,3.5,92,0,3.3,998.3,33,64,0.8,61,2024/9/15
13,3.2,31,0,3.2,997.8,33.4,70,0.6,104,2024/9/15
14,3.9,93,0,2.8,997.5,33.6,65,0.4,103,2024/9/15
15,2.7,101,0,2,997.4,33.1,63,0.5,74,2024/9/15
16,2.1,117,0,1.4,997.5,32.5,67,0.2,0,2024/9/15
17,1.5,140,0,0.8,997.9,31,74,0,0,2024/9/15
18,0.4,342,0,0,998.3,27.3,90,0,0,2024/9/15
19,0,0,0,0,998.8,25.9,96,0,0,2024/9/15
20,0,0,0,0,999.5,25.4,98,0,0,2024/9/15
21,0,0,0,0,1000.5,25.2,99,0,0,2024/9/15
22,0,0,0,0,1000.8,25,99,0,0,2024/9/15
23,0,0,0,0,1001,24.5,99,0,0,2024/9/15
24,0,0,0,0,1000.4,24.4,100,0,0,2024/9/15
1,0.9,193,0,0,999.8,24.3,100,0,0,2024/9/16
2,0.4,194,0,0,999.8,24.1,100,0,0,2024/9/16
3,0.4,194,0,0,999.8,23.9,100,0,0,2024/9/16
4,0,0,0,0,1000,23.6,100,0,0,2024/9/16
5,0.2,0,0,0,1000.7,23.7,100,0,0,2024/9/16
6,0.1,0,0,0,1000.6,23.6,100,0,0,2024/9/16
7,2.3,209,0,0.3,1001.2,25.7,96,0.7,224,2024/9/16
8,2.1,215,0,1.1,1001.4,29.6,76,0.4,222,2024/9/16
9,2.4,221,0,1.8,1001.7,31.4,72,0.2,0,2024/9/16
10,3.2,85,0,2.6,1002.5,32.7,61,1.1,80,2024/9/16
11,3.9,54,0,2.4,1002.4,32.9,63,1.1,73,2024/9/16
12,3.2,116,0,3.5,1000.8,34.4,63,0.8,80,2024/9/16
13,4.8,29,0,2.4,1001,32.2,73,0.8,54,2024/9/16
14,4.6,73,0,1.9,1000.6,32.5,74,1.2,61,2024/9/16
15,4.5,95,0,2.2,1001,32.8,70,1.4,71,2024/9/16
16,4.6,99,0,0.9,1001.3,30.9,81,1,67,2024/9/16
17,3.4,82,0,0.4,1001.8,29.7,84,1,68,2024/9/16
18,5.8,91,0,0,1002.8,27.6,95,0.2,0,2024/9/16
19,1.5,92,1,0,1003.2,27.3,98,0.1,0,2024/9/16
20,1,64,0.5,0,1003.9,27,99,0,0,2024/9/16
21,0.8,82,0,0,1004,26.7,100,0,0,2024/9/16
22,0.3,160,0,0,1003.9,26.6,100,0,0,2024/9/16
23,0.5,171,0,0,1003.4,26.6,100,0,0,2024/9/16
24,0.1,0,0,0,1002.9,26.6,100,0,0,2024/9/16
1,0,0,3.5,0,1003,26.3,100,0,0,2024/9/17
2,3.2,220,8,0,1003.2,26,100,0.3,215,2024/9/17
3,0.9,301,0.5,0,1003.4,26,100,0,0,2024/9/17
4,1,313,0,0,1003.9,26.2,100,0,0,2024/9/17
5,0.2,0,0,0,1004.5,25.6,100,0,0,2024/9/17
6,0.7,225,0,0,1004.5,25.6,100,0,0,2024/9/17
7,0.8,176,0,0.4,1004.4,26.8,97,0,0,2024/9/17
8,2.4,212,0,1.2,1004.8,29.8,84,0.7,226,2024/9/17
9,2.6,233,0,2.1,1004.9,31.8,76,0.7,228,2024/9/17
10,1.7,245,0,2.7,1004.7,33.6,65,0.4,216,2024/9/17
11,2,106,0,3.2,1004.2,35.2,47,0.3,54,2024/9/17
12,3.4,19,0,3.4,1004,34.9,51,0.8,67,2024/9/17
13,4.8,111,0,3.6,1003.5,34,62,1.3,52,2024/9/17
14,4.5,349,0,3.1,1002.9,33.2,70,1.4,56,2024/9/17
15,4.6,57,0,2.5,1002.6,33.3,67,1,63,2024/9/17
16,4.1,95,0,0.8,1002.6,30.3,78,1.2,55,2024/9/17
17,3.9,87,0,0.3,1002.4,29.3,83,0.3,56,2024/9/17
18,2.5,61,0,0,1002.7,28.3,85,0.6,47,2024/9/17
19,2.1,76,0,0,1003,26.9,92,0,0,2024/9/17
20,2.2,326,0,0,1003.6,26.2,94,0,0,2024/9/17
21,1.9,333,0,0,1004.1,26.9,86,0.1,0,2024/9/17
22,2.4,350,0,0,1003.9,25.8,87,0,0,2024/9/17
23,0.6,232,0,0,1003.5,25.3,92,0,0,2024/9/17
24,1.2,112,0,0,1003.7,25.7,86,0.6,57,2024/9/17
1,1.9,79,0,0,1003.4,24.1,94,0,0,2024/9/18
2,2.3,295,0.5,0,1003.1,23.9,99,0.1,0,2024/9/18
3,1.5,209,0,0,1002.2,23.7,99,0.1,0,2024/9/18
4,1.4,122,0,0,1001.8,23.2,100,0,0,2024/9/18
5,0.5,240,0,0,1001.5,23.1,100,0,0,2024/9/18
6,1,266,0,0,1001.6,23,100,0,0,2024/9/18
7,0.7,162,0,0,1001.9,23.7,100,0,0,2024/9/18
8,0.8,223,0,0.2,1002,24.7,99,0,0,2024/9/18
9,0.3,219,0,0.1,1002.6,24.8,98,0,0,2024/9/18
10,1.8,203,0.5,0.4,1001.9,25.9,97,0.2,0,2024/9/18
11,3,225,0,0.9,1001.7,27,90,0.7,224,2024/9/18
12,1.3,198,0,0.3,1001.1,26.9,94,0,0,2024/9/18
13,0.3,290,0,0.2,1000.1,26.9,98,0,0,2024/9/18
14,1,289,0.5,0.3,999.5,26.8,96,0,0,2024/9/18
15,1.3,224,0,0.9,999.3,28.4,89,0,0,2024/9/18
16,2,269,0,1.1,999.3,29.4,86,0.4,213,2024/9/18
17,1.2,212,0,0.4,998.9,28.1,93,0,0,2024/9/18
18,0.6,144,0,0.1,998.7,26.9,96,0,0,2024/9/18
19,0,0,0,0,999.1,25.9,99,0,0,2024/9/18
20,0,0,0,0,999.6,25.1,99,0,0,2024/9/18
21,0,0,0,0,1000.6,24.7,100,0,0,2024/9/18
22,1,217,0,0,1000.5,24.4,99,0,0,2024/9/18
23,1.5,237,0,0,1000.2,24.6,98,0.1,0,2024/9/18
24,1.7,236,0,0,999.5,24.4,96,0.3,249,2024/9/18
1,1.9,254,0,0,998.9,24.3,96,0.3,248,2024/9/19
2,2.8,271,0,0,998.6,24.1,96,0.2,0,2024/9/19
3,2.9,235,0,0,998.3,24.3,96,0.1,0,2024/9/19
4,1.7,298,0,0,998.4,23.8,97,0.2,0,2024/9/19
5,1.5,192,0,0,998.7,23.8,98,0.2,0,2024/9/19
6,1.8,262,0,0,998.8,23.5,98,0.1,0,2024/9/19
7,0.8,249,0,0.1,999.3,24,97,0,0,2024/9/19
8,2.3,219,0,0.9,1000.1,28.6,81,0.6,203,2024/9/19
9,2.7,267,0,2,1000.6,31.7,70,0.5,210,2024/9/19
10,3.2,224,0,2.7,1000.3,33.2,66,0.9,222,2024/9/19
11,3,207,0,3.1,1000.1,34.3,64,1,233,2024/9/19
12,3.2,88,0,3.2,999.8,34.7,68,0.5,125,2024/9/19
13,3.6,131,0,3.3,999.5,34.3,67,0.8,121,2024/9/19
14,2.8,247,0,2.4,999.2,32.6,71,0.5,125,2024/9/19
15,2.8,135,0,1.3,999.3,32.4,73,0.3,146,2024/9/19
16,2.1,244,0,0.6,999.5,30.2,80,0.2,0,2024/9/19
17,0.7,143,0,0.2,999.6,29.5,88,0,0,2024/9/19
18,0,0,0,0,1000.1,27.8,95,0,0,2024/9/19
19,0,0,0,0,1000.3,26.9,97,0,0,2024/9/19
20,0,0,0,0,1001.1,26.6,98,0,0,2024/9/19
21,0,0,0,0,1002.2,26.1,99,0,0,2024/9/19
22,0,0,0,0,1002.2,25.8,100,0,0,2024/9/19
23,1.4,208,0,0,1002.2,25.6,99,0,0,2024/9/19
24,0,0,0,0,1002.1,25.4,100,0,0,2024/9/19
1,0,0,0,0,1002.1,25.3,100,0,0,2024/9/20
2,0.5,237,0,0,1001.4,25.2,100,0,0,2024/9/20
3,0.9,175,0,0,1000.8,24.9,100,0,0,2024/9/20
4,0.6,217,0,0,1001,25,100,0,0,2024/9/20
5,0.9,231,0,0,1001.4,24.8,100,0,0,2024/9/20
6,1.3,261,0,0,1001.3,24.8,100,0,0,2024/9/20
7,1.9,223,0,0.3,1002.2,26.8,96,0.4,216,2024/9/20
8,2.7,213,0,1.2,1002.9,30.1,83,0.3,226,2024/9/20
9,2.3,229,0,1.9,1003.1,31.8,74,0.5,273,2024/9/20
10,2.3,69,0,2.6,1003.5,33.1,69,0.7,61,2024/9/20
11,1.8,73,0,3.1,1003,33.7,71,0.4,119,2024/9/20
12,4.2,100,0,3.4,1002.3,34.1,70,0.6,106,2024/9/20
13,3.3,88,0,3.3,1002.1,34.5,64,0.5,157,2024/9/20
14,3.3,85,0,3.1,1001.7,34.3,64,0.9,50,2024/9/20
15,3.7,24,0,1.4,1001.5,31.5,77,0.3,46,2024/9/20
16,2,63,0,0.6,1001.3,31.5,74,0,0,2024/9/20
17,0.8,210,0,0.3,1001.3,29.7,86,0,0,2024/9/20
18,1.7,219,0,0,1001.3,28.4,90,0,0,2024/9/20
19,0,0,0,0,1001.8,27.3,96,0,0,2024/9/20
20,0,0,0,0,1002.5,26.9,97,0,0,2024/9/20
21,0,0,0,0,1002.6,26.5,98,0,0,2024/9/20
22,1.4,246,0,0,1002.1,26.2,98,0,0,2024/9/20
23,1.5,197,0,0,1001.6,25.9,98,0,0,2024/9/20
24,0.8,223,0,0,1001,25.5,99,0,0,2024/9/20
1,1.3,212,0,0,1000.9,25.5,99,0.1,0,2024/9/21
2,2.1,195,0,0,1000.5,25.2,99,0.2,0,2024/9/21
3,2.3,209,0,0,999.9,25.1,99,0.3,230,2024/9/21
4,1.6,203,0,0,999.5,24.8,99,0,0,2024/9/21
5,1.7,229,0,0,999.6,24.8,100,0.1,0,2024/9/21
6,1,217,0,0,999.5,24.6,100,0,0,2024/9/21
7,2,212,0,0.2,999.9,25.3,99,0.3,223,2024/9/21
8,3,181,0,0.7,1001,27.3,90,1.3,214,2024/9/21
9,2.8,203,0,1.1,1001.7,29.4,82,0.3,271,2024/9/21
10,2.9,264,0,1.7,1000.8,31.8,72,0.6,171,2024/9/21
11,2.4,179,0,2.3,1000.7,33.1,66,0.6,244,2024/9/21
12,2.2,324,0,2.4,999.6,33.7,66,0.2,0,2024/9/21
13,2.3,143,0,2.7,999.5,34.1,67,0.6,116,2024/9/21
14,3.4,85,0,2.8,999.3,33.5,68,0.6,122,2024/9/21
15,2.8,74,0,1.4,999.4,32.4,74,0.3,118,2024/9/21
16,2.4,148,0,0.6,999.7,30.7,79,0.1,0,2024/9/21
17,1.1,184,0,0.3,999.8,30.3,84,0,0,2024/9/21
18,1.3,234,0,0,999.8,28.3,90,0,0,2024/9/21
19,0,0,0,0,1000,27.8,93,0,0,2024/9/21
20,1.2,214,0,0,1000.5,27.4,95,0,0,2024/9/21
21,0,0,0,0,1000.6,26.8,96,0,0,2024/9/21
22,1.1,222,0,0,1001.4,27.1,94,0,0,2024/9/21
23,2.1,252,0,0,1001.3,27.2,93,0,0,2024/9/21
24,0.7,245,0,0,1000.3,26.5,96,0,0,2024/9/21
1,1.1,260,0,0,1000.3,26.5,96,0,0,2024/9/22
2,0.6,261,0,0,1000.6,26.2,98,0,0,2024/9/22
3,0,0,0,0,1000.8,26,99,0,0,2024/9/22
4,0,0,0,0,1000.9,26,100,0,0,2024/9/22
5,1.4,223,0,0,1001.7,26.1,99,0,0,2024/9/22
6,1.9,227,0,0,1002.1,26.3,96,0,0,2024/9/22
7,1.5,344,0,0.1,1002.5,27.3,91,0.1,0,2024/9/22
8,1,268,0,0.5,1003.3,28.9,83,0,0,2024/9/22
9,1.2,294,0,1.1,1003.8,30.3,77,0,0,2024/9/22
10,1.2,51,0,1.4,1004.5,32.2,72,0.1,0,2024/9/22
11,2.2,97,0,1.7,1004.5,32.2,75,0.6,52,2024/9/22
12,1.9,42,0,2,1004.3,32.7,70,0.4,101,2024/9/22
13,2.4,110,0,1.8,1003.6,32.5,74,0.6,107,2024/9/22
14,2.4,140,0,1.2,1003.1,31.9,78,0.4,165,2024/9/22
15,2.7,222,0,0.8,1003,28.8,90,0.6,250,2024/9/22
16,3.2,271,1,0.2,1004,27.3,97,0,0,2024/9/22
17,1.6,65,0,0,1004.7,26.8,98,0,0,2024/9/22
18,1.3,319,0,0,1005.4,26.6,99,0,0,2024/9/22
19,0.1,0,0,0,1005.7,26.4,99,0,0,2024/9/22
20,1.8,245,0,0,1006.8,26.1,100,0,0,2024/9/22
21,2,286,1,0,1007.9,25.3,99,0,0,2024/9/22
22,0,0,2,0,1008.3,25.3,100,0,0,2024/9/22
23,0.3,281,0,0,1007.9,25.2,100,0,0,2024/9/22
24,0.3,281,0,0,1007.6,25.4,100,0,0,2024/9/22
1,1.2,227,0,0,1007.7,25.3,100,0,0,2024/9/23
2,0,0,0,0,1007.9,25.3,100,0,0,2024/9/23
3,0,0,0,0,1007.9,25.2,100,0,0,2024/9/23
4,0.4,279,0,0,1008,25.2,100,0,0,2024/9/23
5,0.4,233,0,0,1008.2,25.2,100,0,0,2024/9/23
6,0.6,231,0,0,1008.5,25.2,100,0,0,2024/9/23
7,1.1,192,0,0.2,1009,26,100,0,0,2024/9/23
8,1.2,296,0,1.2,1009.6,29.8,89,0,0,2024/9/23
9,1.5,232,0,1.6,1010,31.1,78,0.2,0,2024/9/23
10,3.2,110,0,1.8,1010,30.8,79,0.9,68,2024/9/23
11,2.9,34,0,1.5,1009.8,30.4,79,0.2,0,2024/9/23
12,2,38,0,0.8,1008.9,30.2,81,0.4,85,2024/9/23
13,3.4,127,0,2.4,1008,32.1,73,0.8,64,2024/9/23
14,3.2,80,0,1.5,1007.6,30.3,80,0.8,82,2024/9/23
15,2.6,101,0,0.5,1007.5,28.9,84,0.8,58,2024/9/23
16,1.6,48,1,0.2,1007.8,27.5,92,0.3,312,2024/9/23
17,1.2,228,3.5,0,1008,26.6,98,0,0,2024/9/23
18,0.4,210,2,0,1008.2,26.1,99,0,0,2024/9/23
19,2.1,218,0.5,0,1008.4,25.8,100,0.3,211,2024/9/23
20,1.9,213,1,0,1009,25.5,100,0,0,2024/9/23
21,0.6,210,0.5,0,1009.5,25.8,100,0,0,2024/9/23
22,1,200,0,0,1009.5,25.6,100,0,0,2024/9/23
23,1,203,0,0,1009.3,25.6,100,0,0,2024/9/23
24,1,203,0,0,1008.9,25.6,100,0,0,2024/9/23
1,0.8,208,0,0,1008.4,25.6,100,0,0,2024/9/24
2,0,0,0,0,1007.9,25.4,100,0,0,2024/9/24
3,0.7,210,0,0,1007.9,25.4,100,0,0,2024/9/24
4,0.5,210,0,0,1007.6,25.5,100,0,0,2024/9/24
5,0.2,0,0,0,1008,25.2,100,0,0,2024/9/24
6,0,0,0,0,1008.3,25,100,0,0,2024/9/24
7,1.3,285,0,0.3,1008.7,26.5,100,0,0,2024/9/24
8,1.2,217,0,0.8,1009.2,27.6,94,0,0,2024/9/24
9,1.5,329,0,1.4,1008.9,29.4,85,0.3,308,2024/9/24
10,2.5,92,0,2.2,1008.9,31.2,77,0.7,84,2024/9/24
11,3.5,61,0,2.5,1008.6,31.9,74,1,56,2024/9/24
12,4,106,0,3,1008.1,32.6,73,1.1,45,2024/9/24
13,4.2,113,0,3,1007.1,32.3,76,1.1,53,2024/9/24
14,3.7,30,0,1.6,1006.4,30.2,84,1.1,53,2024/9/24
15,2.9,71,0,0.5,1006.3,29.4,87,0.7,48,2024/9/24
16,2.4,62,0,0.3,1006.3,28.8,88,0.6,59,2024/9/24
17,2.4,10,0,0,1005.8,28.2,91,0,0,2024/9/24
18,1.4,32,0,0,1006.8,27.6,93,0,0,2024/9/24
19,1.1,4,0,0,1007.2,27.3,95,0,0,2024/9/24
20,0,0,0,0,1007.9,27,96,0,0,2024/9/24
21,0,0,0,0,1008.5,26.9,98,0,0,2024/9/24
22,4,11,0,0,1008.6,27,95,0.6,48,2024/9/24
23,2.7,40,0,0,1008.4,26.7,96,0.1,0,2024/9/24
24,1.3,18,0,0,1008.2,26.3,98,0,0,2024/9/24
1,0.2,0,0,0,1007.7,26,99,0,0,2024/9/25
2,0.5,325,0,0,1007.3,25.7,99,0,0,2024/9/25
3,0,0,0,0,1006.8,25.5,100,0,0,2024/9/25
4,0,0,0,0,1006.8,25.2,100,0,0,2024/9/25
5,0,0,0,0,1007,25.2,100,0,0,2024/9/25
6,0.3,290,0,0,1007.1,25.2,100,0,0,2024/9/25
7,1.1,218,0,0.2,1007.5,26.2,99,0,0,2024/9/25
8,1.3,223,0,0.6,1008.1,27.9,94,0.1,0,2024/9/25
9,1.8,206,0,1.4,1008,31.2,81,0.1,0,2024/9/25
10,1.6,131,0,1.7,1007.9,32.1,72,0.1,0,2024/9/25
11,2.1,32,0,2.6,1007.6,32.8,69,0.1,0,2024/9/25
12,3.4,62,0,2.6,1006.8,31.6,79,1.2,59,2024/9/25
13,4,89,0,2,1006.3,30.9,80,1.1,60,2024/9/25
14,4.1,123,0,2.5,1006,32.2,71,1.5,76,2024/9/25
15,4.1,55,0,1.8,1005.8,30.3,80,1.1,68,2024/9/25
16,3.4,30,0,0.6,1006.1,29.2,85,1,67,2024/9/25
17,2.4,73,0,0.2,1006.3,28.7,88,0.5,49,2024/9/25
18,2,66,0,0,1006.4,27.8,93,0,0,2024/9/25
19,0,0,0,0,1006.8,27.1,95,0,0,2024/9/25
20,0,0,0,0,1007.2,26.9,97,0,0,2024/9/25
21,2.3,73,0,0,1007.5,27,96,0.2,0,2024/9/25
22,1.4,72,0,0,1007.4,26.6,97,0,0,2024/9/25
23,0,0,0,0,1007.6,26.5,97,0,0,2024/9/25
24,0,0,0,0,1007.1,26.5,98,0,0,2024/9/25
1,0.2,0,0,0,1006.2,26.3,98,0,0,2024/9/26
2,0.4,58,0,0,1006.1,26.1,99,0,0,2024/9/26
3,0,0,0,0,1005.7,26,99,0,0,2024/9/26
4,0.8,59,0,0,1005.8,26.1,99,0,0,2024/9/26
5,0,0,0,0,1005.9,26.1,100,0,0,2024/9/26
6,0,0,0,0,1006.2,26,99,0,0,2024/9/26
7,0.3,76,0,0.1,1006.6,26.7,99,0,0,2024/9/26
8,0.4,78,0,0.3,1007.4,27.7,95,0,0,2024/9/26
9,0,0,0,0.4,1007.5,28.3,91,0,0,2024/9/26
10,1.1,289,0,0.8,1007.2,29.7,86,0.1,0,2024/9/26
11,4.4,82,0,0.5,1007.1,28.2,90,1.4,73,2024/9/26
12,4.4,27,0,1,1006.4,28.4,89,1.5,70,2024/9/26
13,5.3,105,0,0.4,1005.6,27.7,91,1.1,63,2024/9/26
